date,event_count,pos_count,neg_count,sentiment_sum,sentiment_mean,max_abs_sentiment
2022-09-01,10,0,8,-7.05,-0.705,0.95
2022-09-02,12,6,6,0.0,0.0,0.9
2022-09-03,1,0,1,-0.9,-0.9,0.9
2022-09-04,2,1,1,0.1,0.05,0.95
2022-09-05,7,4,3,0.95,0.135714,0.95
2022-09-06,8,3,5,-1.65,-0.20625,0.9
2022-09-07,6,1,5,-3.35,-0.558333,0.9
2022-09-08,4,1,3,-1.65,-0.4125,0.9
2022-09-09,8,3,5,-1.65,-0.20625,0.9
2022-09-10,1,0,1,-0.9,-0.9,0.9
2022-09-11,1,1,0,0.9,0.9,0.9
2022-09-12,12,9,3,5.4,0.45,0.9
2022-09-13,8,2,6,-3.45,-0.43125,0.9
2022-09-14,4,1,3,-1.7,-0.425,0.9
2022-09-15,6,2,3,-0.9,-0.15,0.9
2022-09-16,5,2,3,-0.85,-0.17,0.9
2022-09-19,3,2,1,0.8,0.266667,0.9
2022-09-20,4,2,2,0.05,0.0125,0.9
2022-09-21,5,3,2,0.9,0.18,0.9
2022-09-22,5,4,1,2.6,0.52,0.9
2022-09-23,4,0,4,-3.55,-0.8875,0.9
2022-09-25,1,0,1,-0.9,-0.9,0.9
2022-09-26,8,2,6,-3.4,-0.425,0.9
2022-09-27,6,4,2,1.75,0.291667,0.9
2022-09-28,6,3,3,0.1,0.016667,0.9
2022-09-29,6,3,3,0.05,0.008333,0.95
2022-09-30,4,3,1,1.8,0.45,0.9
2022-10-01,1,0,1,-0.85,-0.85,0.85
2022-10-02,1,1,0,0.9,0.9,0.9
2022-10-03,7,6,1,4.4,0.628571,0.95
2022-10-04,11,8,3,4.55,0.413636,0.95
2022-10-05,11,8,3,4.75,0.431818,0.95
2022-10-06,12,10,2,7.55,0.629167,0.95
2022-10-07,8,5,3,2.05,0.25625,0.95
2022-10-09,2,2,0,1.8,0.9,0.9
2022-10-10,8,4,4,0.05,0.00625,0.95
2022-10-11,3,1,2,-0.85,-0.283333,0.95
2022-10-12,9,2,7,-4.45,-0.494444,0.9
2022-10-13,1,1,0,0.95,0.95,0.95
2022-10-14,5,2,3,-0.85,-0.17,0.9
2022-10-17,3,2,0,1.8,0.6,0.9
2022-10-18,2,0,2,-1.8,-0.9,0.9
2022-10-19,7,2,5,-2.45,-0.35,0.9
2022-10-20,10,2,6,-3.6,-0.36,0.9
2022-10-21,5,3,2,0.9,0.18,0.9
2022-10-23,1,1,0,0.85,0.85,0.85
2022-10-24,1,0,1,-0.85,-0.85,0.85
2022-10-25,4,2,2,-0.05,-0.0125,0.9
2022-10-26,7,1,6,-4.25,-0.607143,0.9
2022-10-27,3,1,2,-0.9,-0.3,0.9
2022-10-28,4,1,3,-1.7,-0.425,0.9
2022-10-31,11,6,4,1.9,0.172727,0.9
2022-11-01,6,4,2,1.7,0.283333,0.9
2022-11-02,3,3,0,2.65,0.883333,0.9
2022-11-03,12,5,7,-1.75,-0.145833,0.9
2022-11-04,8,2,6,-3.4,-0.425,0.9
2022-11-06,1,0,1,-0.85,-0.85,0.85
2022-11-07,6,4,2,1.9,0.316667,0.9
2022-11-08,6,2,4,-1.7,-0.283333,0.9
2022-11-09,6,0,5,-4.35,-0.725,0.9
2022-11-10,6,1,4,-2.75,-0.458333,0.9
2022-11-11,6,3,3,0.15,0.025,0.95
2022-11-13,1,1,0,0.85,0.85,0.85
2022-11-14,7,0,6,-5.2,-0.742857,0.9
2022-11-15,9,4,4,0.15,0.016667,0.95
2022-11-16,5,2,3,-0.9,-0.18,0.9
2022-11-17,7,2,5,-2.6,-0.371429,0.9
2022-11-18,3,0,3,-2.65,-0.883333,0.9
2022-11-21,7,1,6,-4.25,-0.607143,0.9
2022-11-22,5,3,2,1.0,0.2,0.9
2022-11-23,12,3,8,-4.5,-0.375,0.9
2022-11-24,10,0,9,-7.9,-0.79,0.9
2022-11-25,4,0,4,-3.35,-0.8375,0.9
2022-11-26,2,1,1,0.0,0.0,0.9
2022-11-27,1,0,1,-0.9,-0.9,0.9
2022-11-28,8,2,6,-3.55,-0.44375,0.9
2022-11-29,9,4,4,-0.0,-0.0,0.9
2022-11-30,5,1,2,-0.85,-0.17,0.9
2022-12-01,10,4,5,-1.0,-0.1,0.9
2022-12-02,12,1,10,-7.9,-0.658333,0.9
2022-12-03,3,0,2,-1.8,-0.6,0.9
2022-12-04,5,1,2,-0.85,-0.17,0.9
2022-12-05,14,5,8,-2.65,-0.189286,0.95
2022-12-06,15,3,12,-7.95,-0.53,0.9
2022-12-07,14,3,11,-7.15,-0.510714,0.9
2022-12-08,14,3,11,-7.05,-0.503571,0.9
2022-12-09,10,1,7,-5.35,-0.535,0.9
2022-12-10,1,0,1,-0.9,-0.9,0.9
2022-12-11,2,0,1,-0.85,-0.425,0.85
2022-12-12,10,3,7,-3.5,-0.35,0.9
2022-12-13,12,7,4,2.55,0.2125,0.9
2022-12-14,8,5,3,1.75,0.21875,0.9
2022-12-15,4,2,2,0.05,0.0125,0.9
2022-12-16,8,0,6,-5.25,-0.65625,0.9
2022-12-19,8,3,5,-1.75,-0.21875,0.9
2022-12-20,9,0,9,-7.65,-0.85,0.9
2022-12-21,5,3,1,1.8,0.36,0.9
2022-12-22,5,1,4,-2.65,-0.53,0.9
2022-12-23,6,4,2,1.9,0.316667,0.95
2022-12-25,2,1,0,0.9,0.45,0.9
2022-12-26,2,0,2,-1.75,-0.875,0.9
2022-12-27,4,0,4,-3.65,-0.9125,0.95
2022-12-28,4,0,4,-3.4,-0.85,0.9
2022-12-29,5,1,4,-2.65,-0.53,0.9
2022-12-30,4,2,2,0.15,0.0375,0.95
2023-01-02,3,1,2,-0.9,-0.3,0.9
2023-01-03,4,1,3,-1.75,-0.4375,0.9
2023-01-04,6,0,6,-5.35,-0.891667,0.9
2023-01-05,9,2,7,-4.45,-0.494444,0.9
2023-01-06,5,1,4,-2.65,-0.53,0.9
2023-01-08,1,0,1,-0.9,-0.9,0.9
2023-01-09,3,1,2,-0.8,-0.266667,0.9
2023-01-10,9,4,4,-0.05,-0.005556,0.9
2023-01-11,8,3,4,-1.0,-0.125,0.9
2023-01-12,5,3,2,0.95,0.19,0.9
2023-01-13,7,1,6,-4.4,-0.628571,0.9
2023-01-15,2,2,0,1.8,0.9,0.9
2023-01-16,6,3,3,0.05,0.008333,0.9
2023-01-17,5,2,3,-0.95,-0.19,0.9
2023-01-18,4,1,3,-1.75,-0.4375,0.9
2023-01-19,6,2,3,-0.9,-0.15,0.9
2023-01-20,5,1,4,-2.65,-0.53,0.9
2023-01-21,1,0,1,-0.9,-0.9,0.9
2023-01-23,4,3,1,1.7,0.425,0.9
2023-01-24,10,6,3,2.6,0.26,0.9
2023-01-25,3,2,1,0.85,0.283333,0.9
2023-01-26,4,1,3,-1.7,-0.425,0.9
2023-01-27,8,2,6,-3.4,-0.425,0.9
2023-01-30,5,1,4,-2.55,-0.51,0.95
2023-01-31,7,3,4,-0.75,-0.107143,0.9
2023-02-01,7,0,5,-4.45,-0.635714,0.9
2023-02-02,7,3,4,-0.95,-0.135714,0.9
2023-02-03,8,1,7,-5.35,-0.66875,0.9
2023-02-04,1,0,1,-0.9,-0.9,0.9
2023-02-05,1,1,0,0.9,0.9,0.9
2023-02-06,6,1,5,-3.6,-0.6,0.9
2023-02-07,4,2,1,0.9,0.225,0.9
2023-02-08,5,2,3,-0.85,-0.17,0.9
2023-02-09,3,1,2,-0.8,-0.266667,0.9
2023-02-10,12,7,5,2.05,0.170833,0.95
2023-02-12,3,2,1,0.9,0.3,0.9
2023-02-13,4,1,2,-0.9,-0.225,0.9
2023-02-14,12,3,8,-4.4,-0.366667,0.9
2023-02-15,3,0,3,-2.7,-0.9,0.9
2023-02-16,4,1,3,-1.65,-0.4125,0.9
2023-02-17,8,1,7,-5.25,-0.65625,0.9
2023-02-20,2,1,1,0.05,0.025,0.9
2023-02-21,6,2,4,-1.75,-0.291667,0.9
2023-02-22,5,3,2,0.95,0.19,0.95
2023-02-23,5,2,3,-0.95,-0.19,0.9
2023-02-24,5,2,3,-0.9,-0.18,0.9
2023-02-27,3,0,3,-2.7,-0.9,0.9
2023-02-28,4,2,2,0.05,0.0125,0.9
2023-03-01,4,2,2,0.05,0.0125,0.9
2023-03-02,4,1,1,0.0,0.0,0.85
2023-03-03,2,1,1,0.0,0.0,0.85
2023-03-06,6,2,3,-0.8,-0.133333,0.9
2023-03-07,6,3,3,0.1,0.016667,0.9
2023-03-08,7,0,6,-5.2,-0.742857,0.9
2023-03-09,4,2,2,0.05,0.0125,0.9
2023-03-10,3,2,1,0.8,0.266667,0.9
2023-03-12,1,0,1,-0.85,-0.85,0.85
2023-03-13,2,0,2,-1.65,-0.825,0.9
2023-03-14,4,1,3,-1.8,-0.45,0.9
2023-03-15,6,2,4,-1.75,-0.291667,0.9
2023-03-16,4,0,4,-3.55,-0.8875,0.9
2023-03-17,2,0,2,-1.75,-0.875,0.9
2023-03-20,10,2,8,-5.35,-0.535,0.9
2023-03-21,4,4,0,3.5,0.875,0.9
2023-03-22,4,3,1,1.85,0.4625,0.95
2023-03-23,6,1,5,-3.55,-0.591667,0.9
2023-03-24,1,0,1,-0.85,-0.85,0.85
2023-03-27,3,2,1,0.95,0.316667,0.9
2023-03-28,2,2,0,1.65,0.825,0.9
2023-03-29,1,1,0,0.9,0.9,0.9
2023-03-30,3,2,0,1.85,0.616667,0.95
2023-03-31,4,3,1,1.7,0.425,0.9
2023-04-02,7,7,0,6.45,0.921429,0.95
2023-04-03,15,14,1,12.3,0.82,0.95
2023-04-04,10,7,3,3.85,0.385,0.95
2023-04-05,7,4,3,1.15,0.164286,0.95
2023-04-06,4,3,1,1.9,0.475,0.95
2023-04-10,1,0,1,-0.9,-0.9,0.9
2023-04-11,5,3,2,0.95,0.19,0.9
2023-04-12,3,2,1,0.9,0.3,0.9
2023-04-13,7,3,4,-0.8,-0.114286,0.95
2023-04-14,4,3,1,1.85,0.4625,0.95
2023-04-17,7,2,5,-2.7,-0.385714,0.95
2023-04-18,5,2,3,-0.8,-0.16,0.9
2023-04-19,5,1,4,-2.6,-0.52,0.9
2023-04-20,5,0,5,-4.35,-0.87,0.9
2023-04-21,5,2,3,-0.8,-0.16,0.9
2023-04-24,2,0,2,-1.75,-0.875,0.9
2023-04-25,3,0,3,-2.55,-0.85,0.9
2023-04-26,7,2,3,-0.9,-0.128571,0.9
2023-04-27,8,2,6,-3.5,-0.4375,0.9
2023-04-28,7,4,2,1.85,0.264286,0.9
2023-05-01,3,1,2,-0.9,-0.3,0.9
2023-05-02,2,1,1,0.05,0.025,0.9
2023-05-03,3,1,2,-0.9,-0.3,0.9
2023-05-04,10,4,6,-1.7,-0.17,0.9
2023-05-05,2,1,1,-0.05,-0.025,0.9
2023-05-08,4,4,0,3.5,0.875,0.9
2023-05-09,4,2,2,0.0,0.0,0.9
2023-05-10,4,0,3,-2.5,-0.625,0.9
2023-05-11,8,1,7,-5.3,-0.6625,0.9
2023-05-12,7,2,3,-0.85,-0.121429,0.9
2023-05-14,1,0,0,0.0,0.0,0.0
2023-05-15,2,1,1,-0.05,-0.025,0.9
2023-05-16,10,4,5,-0.85,-0.085,0.9
2023-05-17,5,3,2,0.85,0.17,0.9
2023-05-18,4,3,0,2.65,0.6625,0.9
2023-05-19,4,0,4,-3.55,-0.8875,0.9
2023-05-21,2,0,1,-0.85,-0.425,0.85
2023-05-22,4,2,1,0.95,0.2375,0.9
2023-05-23,2,0,2,-1.75,-0.875,0.9
2023-05-24,7,6,1,4.45,0.635714,0.9
2023-05-25,8,2,5,-2.6,-0.325,0.9
2023-05-26,1,1,0,0.85,0.85,0.85
2023-05-29,4,2,2,0.05,0.0125,0.9
2023-05-30,5,2,3,-0.75,-0.15,0.95
2023-05-31,5,1,4,-2.6,-0.52,0.9
2023-06-01,6,2,3,-0.85,-0.141667,0.9
2023-06-02,6,4,1,2.75,0.458333,0.9
2023-06-03,1,1,0,0.9,0.9,0.9
2023-06-04,2,2,0,1.9,0.95,0.95
2023-06-05,8,8,0,7.4,0.925,0.95
2023-06-06,9,3,5,-1.5,-0.166667,0.95
2023-06-07,4,1,3,-1.55,-0.3875,0.9
2023-06-08,1,1,0,0.85,0.85,0.85
2023-06-09,5,0,5,-4.3,-0.86,0.9
2023-06-12,8,0,8,-6.85,-0.85625,0.9
2023-06-13,5,4,0,3.6,0.72,0.9
2023-06-14,5,0,5,-4.4,-0.88,0.9
2023-06-15,4,3,1,1.8,0.45,0.9
2023-06-16,4,1,3,-1.6,-0.4,0.9
2023-06-17,2,0,2,-1.75,-0.875,0.9
2023-06-19,2,0,2,-1.75,-0.875,0.9
2023-06-20,4,1,3,-1.75,-0.4375,0.9
2023-06-21,4,1,3,-1.75,-0.4375,0.9
2023-06-22,3,0,2,-1.8,-0.6,0.9
2023-06-23,4,0,4,-3.5,-0.875,0.9
2023-06-24,1,1,0,0.85,0.85,0.85
2023-06-25,1,1,0,0.85,0.85,0.85
2023-06-26,6,2,3,-0.75,-0.125,0.9
2023-06-27,3,0,3,-2.6,-0.866667,0.9
2023-06-28,4,3,1,1.75,0.4375,0.9
2023-06-29,4,3,1,1.8,0.45,0.9
2023-06-30,1,1,0,0.9,0.9,0.9
2023-07-03,4,1,3,-1.7,-0.425,0.95
2023-07-04,3,1,2,-0.8,-0.266667,0.9
2023-07-05,8,5,2,2.8,0.35,0.95
2023-07-06,4,2,2,0.2,0.05,0.9
2023-07-07,1,1,0,0.9,0.9,0.9
2023-07-10,4,1,3,-1.7,-0.425,0.9
2023-07-11,2,2,0,1.7,0.85,0.85
2023-07-12,8,5,2,2.75,0.34375,0.95
2023-07-13,2,1,1,0.0,0.0,0.9
2023-07-14,3,1,2,-0.8,-0.266667,0.9
2023-07-17,6,3,3,0.05,0.008333,0.95
2023-07-18,3,1,1,0.05,0.016667,0.9
2023-07-19,2,1,1,0.15,0.075,0.9
2023-07-20,2,2,0,1.7,0.85,0.85
2023-07-21,3,2,1,0.9,0.3,0.9
2023-07-24,3,0,3,-2.55,-0.85,0.85
2023-07-25,3,2,0,1.75,0.583333,0.9
2023-07-26,3,1,2,-0.8,-0.266667,0.9
2023-07-27,4,1,3,-1.7,-0.425,0.9
2023-07-28,8,5,3,1.9,0.2375,0.9
2023-07-31,4,4,0,3.6,0.9,0.95
2023-08-01,5,3,2,1.2,0.24,0.95
2023-08-02,2,1,0,0.9,0.45,0.9
2023-08-03,4,2,2,0.05,0.0125,0.9
2023-08-04,4,2,2,-0.05,-0.0125,0.9
2023-08-05,1,1,0,0.95,0.95,0.95
2023-08-07,4,1,3,-1.55,-0.3875,0.95
2023-08-08,7,1,6,-4.35,-0.621429,0.9
2023-08-09,6,6,0,5.3,0.883333,0.95
2023-08-10,9,3,6,-2.45,-0.272222,0.9
2023-08-11,4,3,1,1.9,0.475,0.9
2023-08-14,5,2,3,-0.85,-0.17,0.9
2023-08-15,3,1,2,-0.75,-0.25,0.9
2023-08-16,2,1,1,0.0,0.0,0.9
2023-08-17,2,1,1,0.0,0.0,0.9
2023-08-18,2,0,2,-1.8,-0.9,0.9
2023-08-21,2,1,1,-0.05,-0.025,0.9
2023-08-23,5,3,2,0.95,0.19,0.85
2023-08-24,4,1,3,-1.65,-0.4125,0.9
2023-08-25,2,1,1,0.05,0.025,0.9
2023-08-28,3,1,2,-0.8,-0.266667,0.9
2023-08-29,4,2,2,0.0,0.0,0.9
2023-08-30,4,1,3,-1.7,-0.425,0.9
2023-08-31,5,3,2,0.95,0.19,0.9
2023-09-01,4,3,1,1.75,0.4375,0.95
2023-09-04,7,5,2,2.7,0.385714,0.9
2023-09-05,6,3,2,0.95,0.158333,0.9
2023-09-06,11,10,1,8.35,0.759091,0.95
2023-09-07,4,4,0,3.55,0.8875,0.9
2023-09-08,11,7,3,3.4,0.309091,0.95
2023-09-09,1,1,0,0.85,0.85,0.85
2023-09-11,9,7,2,4.45,0.494444,0.95
2023-09-12,9,8,1,6.3,0.7,0.9
2023-09-13,11,6,5,0.8,0.072727,0.9
2023-09-14,5,4,1,2.65,0.53,0.9
2023-09-15,3,3,0,2.65,0.883333,0.9
2023-09-17,1,0,1,-0.85,-0.85,0.85
2023-09-18,12,7,4,2.8,0.233333,0.95
2023-09-19,6,4,2,1.8,0.3,0.9
2023-09-20,10,3,6,-2.6,-0.26,0.9
2023-09-21,6,4,2,1.95,0.325,0.95
2023-09-22,3,3,0,2.65,0.883333,0.9
2023-09-23,1,1,0,0.9,0.9,0.9
2023-09-24,1,0,1,-0.85,-0.85,0.85
2023-09-25,6,4,2,1.75,0.291667,0.9
2023-09-26,6,4,2,1.9,0.316667,0.95
2023-09-27,6,5,1,3.7,0.616667,0.95
2023-09-28,5,3,2,1.0,0.2,0.9
2023-09-29,4,1,3,-1.7,-0.425,0.9
2023-10-02,4,1,3,-1.75,-0.4375,0.9
2023-10-03,5,3,2,0.95,0.19,0.9
2023-10-04,7,2,5,-2.5,-0.357143,0.9
2023-10-05,7,2,5,-2.65,-0.378571,0.95
2023-10-06,8,1,6,-4.4,-0.55,0.9
2023-10-08,1,1,0,0.9,0.9,0.9
2023-10-09,8,8,0,7.25,0.90625,0.95
2023-10-10,4,2,2,0.1,0.025,0.95
2023-10-11,10,5,5,0.15,0.015,0.95
2023-10-12,10,1,9,-7.0,-0.7,0.9
2023-10-13,9,6,3,2.95,0.327778,0.95
2023-10-15,3,2,1,0.85,0.283333,0.9
2023-10-16,9,6,3,2.8,0.311111,0.95
2023-10-17,6,2,4,-1.75,-0.291667,0.9
2023-10-18,3,2,1,0.9,0.3,0.9
2023-10-19,6,2,3,-0.85,-0.141667,0.9
2023-10-20,3,1,2,-0.85,-0.283333,0.9
2023-10-22,1,0,1,-0.85,-0.85,0.85
2023-10-23,6,2,4,-1.8,-0.3,0.9
2023-10-24,2,2,0,1.75,0.875,0.9
2023-10-25,4,3,1,1.75,0.4375,0.9
2023-10-26,8,2,5,-2.7,-0.3375,0.9
2023-10-27,9,4,4,0.15,0.016667,0.9
2023-10-30,6,3,3,-0.05,-0.008333,0.9
2023-10-31,3,1,2,-0.85,-0.283333,0.9
2023-11-01,4,2,2,0.05,0.0125,0.9
2023-11-02,7,5,1,3.65,0.521429,0.9
2023-11-06,8,3,5,-1.75,-0.21875,0.9
2023-11-07,8,3,4,-0.75,-0.09375,0.9
2023-11-08,8,0,8,-6.95,-0.86875,0.9
2023-11-09,7,3,4,-0.8,-0.114286,0.9
2023-11-10,5,3,2,1.0,0.2,0.9
2023-11-13,5,0,4,-3.35,-0.67,0.9
2023-11-14,3,0,3,-2.5,-0.833333,0.9
2023-11-15,7,1,6,-4.4,-0.628571,0.95
2023-11-16,11,3,8,-4.4,-0.4,0.95
2023-11-17,10,3,7,-3.7,-0.37,0.95
2023-11-20,2,2,0,1.7,0.85,0.85
2023-11-21,2,0,2,-1.7,-0.85,0.85
2023-11-22,4,1,3,-1.9,-0.475,0.9
2023-11-23,3,0,3,-2.7,-0.9,0.9
2023-11-24,2,0,2,-1.75,-0.875,0.9
2023-11-27,3,0,3,-2.55,-0.85,0.9
2023-11-28,4,2,1,0.85,0.2125,0.9
2023-11-29,3,3,0,2.5,0.833333,0.9
2023-11-30,5,1,3,-1.75,-0.35,0.9
2023-12-01,6,1,5,-3.45,-0.575,0.9
2023-12-04,3,1,2,-0.85,-0.283333,0.9
2023-12-05,4,1,3,-1.8,-0.45,0.9
2023-12-06,4,0,4,-3.3,-0.825,0.85
2023-12-07,6,0,5,-4.35,-0.725,0.9
2023-12-08,4,2,2,0.05,0.0125,0.9
2023-12-11,8,2,5,-2.6,-0.325,0.9
2023-12-12,8,2,6,-3.55,-0.44375,0.9
2023-12-13,5,2,3,-0.8,-0.16,0.9
2023-12-14,3,1,2,-0.8,-0.266667,0.9
2023-12-15,3,0,3,-2.55,-0.85,0.85
2023-12-18,8,6,2,3.75,0.46875,0.95
2023-12-19,6,4,2,1.8,0.3,0.9
2023-12-20,9,4,5,-0.85,-0.094444,0.9
2023-12-21,4,0,4,-3.5,-0.875,0.9
2023-12-22,4,2,2,0.05,0.0125,0.9
2023-12-26,3,2,1,0.9,0.3,0.9
2023-12-27,2,0,0,0.0,0.0,0.0
2023-12-28,3,0,3,-2.65,-0.883333,0.9
2023-12-29,2,0,2,-1.75,-0.875,0.9
2023-12-31,1,0,1,-0.9,-0.9,0.9
2024-01-02,3,0,3,-2.6,-0.866667,0.9
2024-01-03,8,4,4,0.05,0.00625,0.9
2024-01-04,3,1,2,-0.9,-0.3,0.9
2024-01-05,4,4,0,3.55,0.8875,0.9
2024-01-07,1,0,1,-0.9,-0.9,0.9
2024-01-08,8,0,8,-7.2,-0.9,0.9
2024-01-09,5,2,3,-0.9,-0.18,0.9
2024-01-10,6,1,5,-3.55,-0.591667,0.9
2024-01-11,8,4,4,-0.1,-0.0125,0.9
2024-01-12,11,7,3,3.5,0.318182,0.9
2024-01-13,1,1,0,0.9,0.9,0.9
2024-01-15,6,0,6,-5.05,-0.841667,0.9
2024-01-16,3,1,1,0.05,0.016667,0.9
2024-01-17,8,2,6,-3.65,-0.45625,0.9
2024-01-18,7,4,3,0.75,0.107143,0.95
2024-01-19,4,2,2,0.05,0.0125,0.9
2024-01-20,1,0,1,-0.9,-0.9,0.9
2024-01-22,2,1,1,0.05,0.025,0.9
2024-01-23,1,0,1,-0.85,-0.85,0.85
2024-01-24,4,3,1,1.7,0.425,0.9
2024-01-25,3,3,0,2.65,0.883333,0.9
2024-01-26,3,3,0,2.6,0.866667,0.9
2024-01-29,4,1,3,-1.75,-0.4375,0.9
2024-01-30,4,2,2,-0.05,-0.0125,0.9
2024-01-31,7,1,6,-4.25,-0.607143,0.9
2024-02-01,6,1,5,-3.45,-0.575,0.9
2024-02-05,3,1,2,-0.85,-0.283333,0.9
2024-02-06,4,2,2,0.0,0.0,0.9
2024-02-07,1,0,1,-0.85,-0.85,0.85
2024-02-08,6,4,2,1.85,0.308333,0.9
2024-02-09,4,3,1,1.75,0.4375,0.9
2024-02-12,3,0,2,-1.8,-0.6,0.9
2024-02-13,6,2,4,-1.65,-0.275,0.9
2024-02-14,6,2,4,-1.75,-0.291667,0.9
2024-02-15,6,1,5,-3.4,-0.566667,0.9
2024-02-16,1,1,0,0.9,0.9,0.9
2024-02-19,1,0,1,-0.9,-0.9,0.9
2024-02-20,4,2,2,0.05,0.0125,0.9
2024-02-21,6,2,4,-1.7,-0.283333,0.9
2024-02-22,4,2,2,-0.15,-0.0375,0.9
2024-02-23,3,0,3,-2.7,-0.9,0.9
2024-02-26,6,3,2,0.9,0.15,0.9
2024-02-27,3,2,1,0.85,0.283333,0.9
2024-02-28,3,0,3,-2.65,-0.883333,0.9
2024-02-29,3,0,3,-2.6,-0.866667,0.9
2024-03-01,4,2,1,0.9,0.225,0.9
2024-03-04,4,1,3,-1.65,-0.4125,0.9
2024-03-05,5,0,4,-3.45,-0.69,0.9
2024-03-06,5,4,1,2.7,0.54,0.9
2024-03-07,4,0,4,-3.25,-0.8125,0.85
2024-03-11,2,1,1,0.0,0.0,0.9
2024-03-12,3,1,2,-0.85,-0.283333,0.9
2024-03-13,3,2,1,1.0,0.333333,0.95
2024-03-14,3,3,0,2.7,0.9,0.9
2024-03-15,3,2,1,0.9,0.3,0.9
2024-03-17,1,1,0,0.85,0.85,0.85
2024-03-18,8,5,3,1.75,0.21875,0.9
2024-03-19,1,1,0,0.85,0.85,0.85
2024-03-20,5,1,3,-1.75,-0.35,0.9
2024-03-21,3,1,1,0.0,0.0,0.9
2024-03-22,1,1,0,0.9,0.9,0.9
2024-03-25,6,5,1,3.6,0.6,0.95
2024-03-26,5,1,3,-1.8,-0.36,0.9
2024-03-27,4,0,4,-3.6,-0.9,0.9
2024-03-28,3,3,0,2.7,0.9,0.9
2024-03-29,1,1,0,0.9,0.9,0.9
2024-04-01,4,4,0,3.6,0.9,0.9
2024-04-02,1,1,0,0.9,0.9,0.9
2024-04-03,6,5,1,3.4,0.566667,0.9
2024-04-04,6,3,3,-0.1,-0.016667,0.9
2024-04-05,5,5,0,4.35,0.87,0.9
2024-04-07,1,0,1,-0.9,-0.9,0.9
2024-04-08,5,2,3,-0.8,-0.16,0.9
2024-04-09,7,4,3,1.0,0.142857,0.9
2024-04-10,3,3,0,2.7,0.9,0.9
2024-04-11,2,0,2,-1.7,-0.85,0.85
2024-04-12,5,4,1,2.7,0.54,0.9
2024-04-14,2,2,0,1.8,0.9,0.9
2024-04-15,4,1,2,-0.8,-0.2,0.9
2024-04-16,6,0,4,-3.35,-0.558333,0.9
2024-04-17,5,2,2,0.05,0.01,0.9
2024-04-18,7,2,5,-2.6,-0.371429,0.9
2024-04-19,7,4,3,1.05,0.15,0.95
2024-04-20,1,1,0,0.9,0.9,0.9
2024-04-22,6,0,6,-4.85,-0.808333,0.9
2024-04-23,5,1,4,-2.6,-0.52,0.9
2024-04-24,1,0,1,-0.9,-0.9,0.9
2024-04-25,5,4,1,2.7,0.54,0.9
2024-04-26,4,3,1,1.8,0.45,0.9
2024-04-29,3,1,2,-0.85,-0.283333,0.9
2024-04-30,6,3,3,0.0,0.0,0.9
2024-05-01,7,2,5,-2.6,-0.371429,0.9
2024-05-02,6,1,3,-1.75,-0.291667,0.9
2024-05-03,5,1,3,-1.75,-0.35,0.9
2024-05-05,1,1,0,0.9,0.9,0.9
2024-05-06,4,2,1,0.95,0.2375,0.9
2024-05-07,4,1,3,-1.65,-0.4125,0.9
2024-05-08,4,3,1,1.8,0.45,0.9
2024-05-09,3,2,0,1.7,0.566667,0.85
2024-05-10,2,0,2,-1.8,-0.9,0.9
2024-05-13,5,2,3,-0.8,-0.16,0.9
2024-05-14,3,1,2,-0.95,-0.316667,0.9
2024-05-16,1,0,1,-0.85,-0.85,0.85
2024-05-17,2,2,0,1.75,0.875,0.9
2024-05-19,1,0,1,-0.9,-0.9,0.9
2024-05-20,6,1,5,-3.5,-0.583333,0.9
2024-05-21,4,1,3,-1.7,-0.425,0.9
2024-05-22,3,1,2,-0.85,-0.283333,0.9
