date,event_count,pos_count,neg_count,sentiment_sum,sentiment_mean,max_abs_sentiment
2024-05-23,3,0,3,-2.55,-0.85,0.85
2024-05-24,4,3,1,1.7,0.425,0.9
2024-05-28,5,4,1,2.7,0.54,0.9
2024-05-29,3,0,3,-2.6,-0.866667,0.9
2024-05-30,5,0,5,-4.35,-0.87,0.9
2024-05-31,6,3,3,0.05,0.008333,0.9
2024-06-02,2,2,0,1.75,0.875,0.9
2024-06-03,6,3,3,-0.05,-0.008333,0.9
2024-06-04,3,0,3,-2.65,-0.883333,0.9
2024-06-05,2,1,1,0.0,0.0,0.85
2024-06-06,6,1,5,-3.45,-0.575,0.9
2024-06-07,2,1,1,0.1,0.05,0.9
2024-06-08,1,0,1,-0.9,-0.9,0.9
2024-06-10,3,2,1,0.85,0.283333,0.9
2024-06-11,2,1,1,0.05,0.025,0.9
2024-06-12,3,3,0,2.65,0.883333,0.9
2024-06-13,3,2,1,1.0,0.333333,0.9
2024-06-14,3,3,0,2.6,0.866667,0.9
2024-06-17,2,2,0,1.8,0.9,0.9
2024-06-18,1,1,0,0.9,0.9,0.9
2024-06-19,1,0,1,-0.9,-0.9,0.9
2024-06-20,6,5,1,3.5,0.583333,0.9
2024-06-21,3,0,3,-2.6,-0.866667,0.9
2024-06-24,3,1,2,-0.85,-0.283333,0.9
2024-06-25,4,2,2,-0.05,-0.0125,0.9
2024-06-26,1,0,1,-0.9,-0.9,0.9
2024-06-27,4,2,2,0.1,0.025,0.9
2024-06-28,5,2,3,-0.95,-0.19,0.9
2024-07-01,2,1,1,0.0,0.0,0.85
2024-07-02,3,0,3,-2.65,-0.883333,0.9
2024-07-03,2,1,1,0.0,0.0,0.9
2024-07-04,2,2,0,1.75,0.875,0.9
2024-07-05,1,1,0,0.85,0.85,0.85
2024-07-08,5,2,3,-0.85,-0.17,0.9
2024-07-09,7,0,7,-6.1,-0.871429,0.9
2024-07-10,4,2,1,0.9,0.225,0.9
2024-07-11,5,1,3,-1.7,-0.34,0.9
2024-07-12,5,2,3,-0.8,-0.16,0.9
2024-07-14,1,0,1,-0.85,-0.85,0.85
2024-07-15,2,0,2,-1.8,-0.9,0.9
2024-07-16,3,0,3,-2.65,-0.883333,0.9
2024-07-17,1,1,0,0.95,0.95,0.95
2024-07-18,3,1,1,0.0,0.0,0.9
2024-07-19,3,1,2,-0.95,-0.316667,0.9
2024-07-20,1,0,1,-0.9,-0.9,0.9
2024-07-22,4,0,4,-3.35,-0.8375,0.9
2024-07-23,1,0,1,-0.85,-0.85,0.85
2024-07-24,3,1,2,-0.9,-0.3,0.9
2024-07-25,2,1,1,0.0,0.0,0.85
2024-07-26,3,1,2,-0.95,-0.316667,0.9
2024-07-29,5,1,4,-2.7,-0.54,0.9
2024-07-30,3,1,1,0.0,0.0,0.85
2024-07-31,4,2,1,0.9,0.225,0.9
2024-08-01,3,1,2,-0.9,-0.3,0.9
2024-08-02,4,0,4,-3.55,-0.8875,0.9
2024-08-04,1,0,1,-0.85,-0.85,0.85
2024-08-05,5,3,1,1.75,0.35,0.9
2024-08-06,4,1,3,-1.7,-0.425,0.9
2024-08-07,6,5,1,3.65,0.608333,0.95
2024-08-08,3,1,2,-0.8,-0.266667,0.9
2024-08-09,2,1,1,0.05,0.025,0.9
2024-08-12,7,4,3,0.95,0.135714,0.9
2024-08-13,4,2,2,0.0,0.0,0.9
2024-08-14,5,2,3,-0.8,-0.16,0.9
2024-08-15,2,2,0,1.8,0.9,0.9
2024-08-16,1,0,1,-0.9,-0.9,0.9
2024-08-19,2,1,0,0.9,0.45,0.9
2024-08-20,3,0,3,-2.65,-0.883333,0.9
2024-08-21,4,0,4,-3.5,-0.875,0.9
2024-08-22,4,2,2,0.05,0.0125,0.9
2024-08-23,3,2,1,0.95,0.316667,0.95
2024-08-26,4,2,2,0.1,0.025,0.9
2024-08-27,3,0,3,-2.6,-0.866667,0.9
2024-08-28,4,0,4,-3.45,-0.8625,0.9
2024-08-29,3,2,1,0.95,0.316667,0.9
2024-08-30,3,0,3,-2.65,-0.883333,0.9
2024-09-02,5,1,4,-2.7,-0.54,0.9
2024-09-03,3,0,3,-2.6,-0.866667,0.9
2024-09-04,4,1,3,-1.8,-0.45,0.9
2024-09-05,2,1,1,0.0,0.0,0.9
2024-09-06,6,0,6,-5.2,-0.866667,0.9
2024-09-09,5,2,3,-0.85,-0.17,0.9
2024-09-10,10,0,10,-8.85,-0.885,0.9
2024-09-11,5,3,2,0.9,0.18,0.95
2024-09-12,7,5,2,2.7,0.385714,0.9
2024-09-13,1,0,1,-0.9,-0.9,0.9
2024-09-16,7,2,4,-1.7,-0.242857,0.9
2024-09-17,3,1,2,-0.9,-0.3,0.9
2024-09-18,2,0,2,-1.8,-0.9,0.9
2024-09-19,3,1,2,-0.9,-0.3,0.9
2024-09-20,4,1,2,-0.85,-0.2125,0.85
2024-09-23,4,1,3,-1.75,-0.4375,0.9
2024-09-24,3,3,0,2.7,0.9,0.9
2024-09-25,4,1,3,-1.75,-0.4375,0.9
2024-09-26,9,0,8,-7.15,-0.794444,0.9
2024-09-27,7,2,5,-2.4,-0.342857,0.9
2024-09-30,6,0,6,-5.1,-0.85,0.9
2024-10-01,4,2,2,0.1,0.025,0.9
2024-10-02,4,3,0,2.6,0.65,0.9
2024-10-03,5,4,1,2.75,0.55,0.9
2024-10-04,5,5,0,4.5,0.9,0.9
2024-10-07,3,3,0,2.65,0.883333,0.9
2024-10-08,5,0,5,-4.35,-0.87,0.9
2024-10-09,4,1,3,-1.8,-0.45,0.9
2024-10-10,6,4,2,1.8,0.3,0.9
2024-10-11,2,0,2,-1.6,-0.8,0.85
2024-10-14,1,0,1,-0.9,-0.9,0.9
2024-10-15,3,0,3,-2.65,-0.883333,0.9
2024-10-16,4,1,3,-1.85,-0.4625,0.9
2024-10-17,1,1,0,0.9,0.9,0.9
2024-10-18,3,1,2,-0.85,-0.283333,0.9
2024-10-21,1,0,1,-0.9,-0.9,0.9
2024-10-22,2,0,2,-1.8,-0.9,0.9
2024-10-23,3,0,3,-2.6,-0.866667,0.9
2024-10-24,2,0,2,-1.75,-0.875,0.9
2024-10-25,3,1,2,-0.9,-0.3,0.9
2024-10-27,2,0,2,-1.8,-0.9,0.9
2024-10-28,5,0,5,-4.45,-0.89,0.9
2024-10-29,2,0,2,-1.75,-0.875,0.9
2024-10-30,5,2,3,-0.85,-0.17,0.9
2024-10-31,3,1,2,-0.85,-0.283333,0.9
2024-11-01,6,1,4,-2.6,-0.433333,0.9
2024-11-03,1,1,0,0.9,0.9,0.9
2024-11-04,6,4,2,1.85,0.308333,0.95
2024-11-05,6,3,3,-0.05,-0.008333,0.9
2024-11-06,4,0,4,-3.4,-0.85,0.9
2024-11-07,3,3,0,2.7,0.9,0.9
2024-11-08,2,0,2,-1.75,-0.875,0.9
2024-11-10,2,0,2,-1.7,-0.85,0.85
2024-11-11,3,0,3,-2.65,-0.883333,0.9
2024-11-12,1,0,1,-0.9,-0.9,0.9
2024-11-13,5,2,3,-0.95,-0.19,0.9
2024-11-14,2,2,0,1.85,0.925,0.95
2024-11-15,4,0,4,-3.55,-0.8875,0.9
2024-11-18,4,3,1,1.85,0.4625,0.9
2024-11-19,2,1,0,0.9,0.45,0.9
2024-11-20,3,0,3,-2.55,-0.85,0.9
2024-11-21,3,1,2,-0.75,-0.25,0.85
2024-11-22,3,2,1,0.95,0.316667,0.95
2024-11-23,1,0,1,-0.85,-0.85,0.85
2024-11-24,1,0,0,0.0,0.0,0.0
2024-11-25,3,2,1,0.9,0.3,0.9
2024-11-26,2,0,2,-1.8,-0.9,0.9
2024-11-27,10,4,6,-1.45,-0.145,0.9
2024-11-28,2,0,2,-1.8,-0.9,0.9
2024-11-29,1,0,1,-0.9,-0.9,0.9
2024-12-02,3,1,2,-0.8,-0.266667,0.9
2024-12-03,3,2,1,0.9,0.3,0.9
2024-12-05,4,1,3,-1.65,-0.4125,0.9
2024-12-06,4,2,2,0.0,0.0,0.9
2024-12-08,1,1,0,0.9,0.9,0.9
2024-12-09,3,1,2,-0.85,-0.283333,0.9
2024-12-10,5,4,1,2.55,0.51,0.9
2024-12-11,2,2,0,1.8,0.9,0.9
2024-12-12,10,5,5,0.0,0.0,0.9
2024-12-13,3,2,1,0.9,0.3,0.9
2024-12-16,4,1,2,-0.8,-0.2,0.9
2024-12-18,4,3,1,1.8,0.45,0.9
2024-12-19,4,0,3,-2.65,-0.6625,0.9
2024-12-20,4,1,3,-1.8,-0.45,0.9
2024-12-23,1,0,1,-0.9,-0.9,0.9
2024-12-24,1,1,0,0.85,0.85,0.85
2024-12-27,1,1,0,0.85,0.85,0.85
2024-12-30,1,0,1,-0.75,-0.75,0.75
2024-12-31,3,0,3,-2.65,-0.883333,0.9
2025-01-03,2,1,1,-0.05,-0.025,0.9
2025-01-06,4,3,1,1.75,0.4375,0.9
2025-01-07,3,3,0,2.65,0.883333,0.9
2025-01-08,3,2,1,0.95,0.316667,0.9
2025-01-09,2,1,1,0.0,0.0,0.9
2025-01-10,6,4,2,1.75,0.291667,0.95
2025-01-12,3,3,0,2.7,0.9,0.9
2025-01-13,11,5,5,0.1,0.009091,0.95
2025-01-14,5,4,1,2.7,0.54,0.9
2025-01-15,3,2,1,0.95,0.316667,0.9
2025-01-16,7,3,3,0.15,0.021429,0.95
2025-01-17,4,2,2,0.0,0.0,0.9
2025-01-20,5,1,4,-2.55,-0.51,0.9
2025-01-21,3,1,2,-0.85,-0.283333,0.85
2025-01-22,4,2,1,0.95,0.2375,0.9
2025-01-23,2,1,1,0.0,0.0,0.85
2025-01-24,5,1,4,-2.55,-0.51,0.9
2025-01-27,6,4,2,1.7,0.283333,0.9
2025-01-28,4,0,4,-3.55,-0.8875,0.9
2025-01-29,4,1,3,-1.65,-0.4125,0.9
2025-01-30,3,0,3,-2.6,-0.866667,0.9
2025-01-31,5,0,5,-4.35,-0.87,0.9
2025-02-03,4,0,3,-2.6,-0.65,0.9
2025-02-04,4,1,3,-1.6,-0.4,0.9
2025-02-05,3,1,2,-0.95,-0.316667,0.9
2025-02-06,2,0,1,-0.85,-0.425,0.85
2025-02-07,4,1,3,-1.7,-0.425,0.9
2025-02-10,3,0,2,-1.7,-0.566667,0.85
2025-02-11,5,3,2,0.9,0.18,0.9
2025-02-12,4,1,3,-1.8,-0.45,0.9
2025-02-13,6,2,4,-1.75,-0.291667,0.9
2025-02-14,3,2,1,1.0,0.333333,0.95
2025-02-17,2,0,1,-0.85,-0.425,0.85
2025-02-18,3,0,2,-1.8,-0.6,0.9
2025-02-20,5,0,5,-4.3,-0.86,0.9
2025-02-21,3,2,1,0.95,0.316667,0.9
2025-02-22,1,0,1,-0.9,-0.9,0.9
2025-02-24,2,0,2,-1.75,-0.875,0.9
2025-02-25,4,1,3,-1.75,-0.4375,0.9
2025-02-26,5,0,5,-4.25,-0.85,0.9
2025-02-27,4,1,3,-1.7,-0.425,0.9
2025-02-28,4,0,4,-3.4,-0.85,0.85
2025-03-03,3,1,2,-0.45,-0.15,0.9
2025-03-04,8,1,6,-4.4,-0.55,0.9
2025-03-05,2,0,2,-1.8,-0.9,0.9
2025-03-06,4,0,4,-3.5,-0.875,0.9
2025-03-07,5,2,3,-0.9,-0.18,0.9
2025-03-09,1,0,1,-0.85,-0.85,0.85
2025-03-10,4,1,3,-1.7,-0.425,0.9
2025-03-11,2,0,2,-1.75,-0.875,0.9
2025-03-12,3,1,2,-0.9,-0.3,0.9
2025-03-13,2,1,1,0.0,0.0,0.9
2025-03-14,6,0,5,-4.35,-0.725,0.9
2025-03-16,1,1,0,0.9,0.9,0.9
2025-03-17,3,1,2,-0.85,-0.283333,0.9
2025-03-18,1,0,1,-0.9,-0.9,0.9
2025-03-19,6,2,4,-1.8,-0.3,0.9
2025-03-20,3,2,1,0.9,0.3,0.9
2025-03-21,2,1,1,-0.05,-0.025,0.9
2025-03-23,1,0,1,-0.9,-0.9,0.9
2025-03-24,6,4,2,1.8,0.3,0.9
2025-03-25,4,2,2,-0.1,-0.025,0.9
2025-03-26,5,3,2,0.9,0.18,0.9
2025-03-27,1,0,1,-0.85,-0.85,0.85
2025-03-28,1,0,1,-0.9,-0.9,0.9
2025-03-30,1,1,0,0.9,0.9,0.9
2025-03-31,2,0,1,-0.9,-0.45,0.9
2025-04-01,1,1,0,0.85,0.85,0.85
2025-04-02,5,0,5,-4.35,-0.87,0.9
2025-04-03,1,0,1,-0.9,-0.9,0.9
2025-04-04,9,0,9,-8.1,-0.9,0.95
2025-04-06,2,0,2,-1.8,-0.9,0.9
2025-04-07,5,0,5,-4.45,-0.89,0.9
2025-04-08,9,0,9,-7.95,-0.883333,0.9
2025-04-09,6,1,5,-3.55,-0.591667,0.9
2025-04-10,8,2,6,-3.7,-0.4625,0.9
2025-04-11,7,1,6,-4.45,-0.635714,0.9
2025-04-14,5,2,3,-0.75,-0.15,0.9
2025-04-15,8,1,7,-5.35,-0.66875,0.9
2025-04-16,4,2,2,0.05,0.0125,0.9
2025-04-17,5,1,4,-2.65,-0.53,0.9
2025-04-20,2,0,2,-1.8,-0.9,0.9
2025-04-21,1,0,1,-0.9,-0.9,0.9
2025-04-22,2,1,1,0.1,0.05,0.85
2025-04-23,7,1,6,-4.35,-0.621429,0.9
2025-04-24,4,0,3,-2.65,-0.6625,0.9
2025-04-25,3,0,3,-2.65,-0.883333,0.9
2025-04-28,6,0,6,-5.15,-0.858333,0.9
2025-04-29,3,0,3,-2.6,-0.866667,0.9
2025-04-30,9,0,9,-7.85,-0.872222,0.9
2025-05-01,3,0,3,-2.5,-0.833333,0.9
2025-05-02,7,0,7,-6.15,-0.878571,0.9
2025-05-04,1,0,1,-0.95,-0.95,0.95
2025-05-05,4,0,4,-3.5,-0.875,0.9
2025-05-06,10,4,6,-1.7,-0.17,0.95
2025-05-07,6,2,4,-1.7,-0.283333,0.9
2025-05-08,7,2,5,-2.5,-0.357143,0.9
2025-05-09,5,2,3,-0.95,-0.19,0.9
2025-05-11,2,1,1,0.0,0.0,0.85
2025-05-12,3,3,0,2.5,0.833333,0.9
2025-05-13,6,2,4,-1.6,-0.266667,0.9
2025-05-14,5,0,5,-4.45,-0.89,0.9
2025-05-15,4,1,3,-1.85,-0.4625,0.95
2025-05-16,3,0,2,-1.75,-0.583333,0.9
2025-05-19,3,0,3,-2.65,-0.883333,0.9
2025-05-20,6,1,5,-3.45,-0.575,0.95
2025-05-21,8,2,6,-3.5,-0.4375,0.9
2025-05-22,6,1,5,-3.55,-0.591667,0.9
2025-05-23,5,1,4,-2.65,-0.53,0.95
2025-05-26,1,0,1,-0.9,-0.9,0.9
2025-05-27,3,0,3,-2.6,-0.866667,0.9
2025-05-28,7,3,2,0.85,0.121429,0.95
2025-05-29,5,1,4,-2.5,-0.5,0.9
2025-05-30,6,0,6,-5.3,-0.883333,0.9
2025-05-31,1,0,1,-0.9,-0.9,0.9
2025-06-01,1,1,0,0.95,0.95,0.95
2025-06-02,2,1,1,0.05,0.025,0.9
2025-06-03,4,4,0,3.6,0.9,0.9
2025-06-04,3,1,2,-0.9,-0.3,0.9
2025-06-05,2,2,0,1.75,0.875,0.9
2025-06-06,7,4,3,0.85,0.121429,0.9
2025-06-09,3,1,2,-0.85,-0.283333,0.85
2025-06-10,4,0,3,-2.6,-0.65,0.9
2025-06-11,6,2,4,-1.65,-0.275,0.95
2025-06-12,5,4,1,2.65,0.53,0.9
2025-06-13,16,15,1,12.95,0.809375,0.95
2025-06-14,1,1,0,0.9,0.9,0.9
2025-06-16,9,5,4,0.9,0.1,0.9
2025-06-17,4,2,2,0.0,0.0,0.9
2025-06-18,6,4,2,1.75,0.291667,0.9
2025-06-19,11,9,2,6.3,0.572727,0.95
2025-06-20,5,4,1,2.75,0.55,0.95
2025-06-21,2,1,1,0.05,0.025,0.95
2025-06-22,3,3,0,2.65,0.883333,0.9
2025-06-23,17,11,6,4.75,0.279412,0.95
2025-06-24,6,0,6,-5.35,-0.891667,0.9
2025-06-25,5,4,1,2.65,0.53,0.9
2025-06-26,5,2,3,-0.7,-0.14,0.9
2025-06-27,5,1,4,-2.6,-0.52,0.9
2025-06-30,4,2,2,0.1,0.025,0.9
2025-07-01,2,2,0,1.75,0.875,0.9
2025-07-02,4,1,3,-1.75,-0.4375,0.9
2025-07-03,2,1,1,0.05,0.025,0.9
2025-07-04,2,0,2,-1.8,-0.9,0.9
2025-07-06,1,0,1,-0.9,-0.9,0.9
2025-07-07,5,1,4,-2.65,-0.53,0.9
2025-07-08,4,1,2,-0.85,-0.2125,0.9
2025-07-09,4,1,3,-1.75,-0.4375,0.9
2025-07-10,3,0,3,-2.65,-0.883333,0.9
2025-07-11,9,3,6,-2.75,-0.305556,0.9
2025-07-13,1,0,1,-0.9,-0.9,0.9
2025-07-14,7,2,5,-2.7,-0.385714,0.9
2025-07-15,9,0,9,-7.85,-0.872222,0.9
2025-07-16,4,0,4,-3.5,-0.875,0.9
2025-07-17,3,1,2,-0.9,-0.3,0.9
2025-07-18,7,1,6,-4.3,-0.614286,0.9
2025-07-21,3,0,3,-2.65,-0.883333,0.9
2025-07-22,8,0,7,-6.15,-0.76875,0.9
2025-07-23,2,1,1,0.05,0.025,0.9
2025-07-24,3,1,2,-0.85,-0.283333,0.95
2025-07-25,2,0,2,-1.75,-0.875,0.9
2025-07-28,6,3,3,0.0,0.0,0.9
2025-07-29,2,1,1,0.0,0.0,0.9
2025-07-30,2,1,1,-0.05,-0.025,0.9
2025-07-31,8,1,7,-5.15,-0.64375,0.9
2025-08-01,7,3,4,-0.8,-0.114286,0.9
2025-08-02,1,0,1,-0.85,-0.85,0.85
2025-08-04,6,1,5,-3.45,-0.575,0.9
2025-08-05,4,0,4,-3.4,-0.85,0.9
2025-08-06,3,0,2,-1.75,-0.583333,0.9
2025-08-07,10,2,7,-4.1,-0.41,0.9
2025-08-08,5,1,4,-2.7,-0.54,0.9
2025-08-11,5,0,4,-3.35,-0.67,0.9
2025-08-12,7,0,7,-5.75,-0.821429,0.9
2025-08-13,7,2,5,-2.65,-0.378571,0.9
2025-08-14,8,2,6,-3.4,-0.425,0.9
2025-08-15,5,0,5,-4.35,-0.87,0.95
2025-08-16,1,0,1,-0.85,-0.85,0.85
2025-08-18,1,0,1,-0.9,-0.9,0.9
2025-08-19,4,0,4,-3.35,-0.8375,0.9
2025-08-20,3,2,1,0.9,0.3,0.9
2025-08-21,2,2,0,1.75,0.875,0.9
2025-08-22,2,2,0,1.7,0.85,0.85
2025-08-25,4,3,0,2.65,0.6625,0.9
2025-08-26,2,0,2,-1.75,-0.875,0.9
2025-08-27,8,3,4,-0.8,-0.1,0.95
2025-08-28,8,2,4,-1.85,-0.23125,0.9
2025-08-29,5,1,4,-2.6,-0.52,0.9
2025-09-01,2,0,1,-0.85,-0.425,0.85
2025-09-02,4,3,1,1.7,0.425,0.9
2025-09-03,5,1,4,-2.55,-0.51,0.9
2025-09-04,2,0,2,-1.8,-0.9,0.9
2025-09-05,2,0,2,-1.75,-0.875,0.9
2025-09-07,1,1,0,0.9,0.9,0.9
2025-09-08,5,1,4,-2.7,-0.54,0.9
2025-09-09,4,1,3,-1.8,-0.45,0.9
2025-09-10,6,3,3,-0.05,-0.008333,0.9
2025-09-11,8,0,8,-7.0,-0.875,0.9
2025-09-12,3,2,1,0.9,0.3,0.9
2025-09-15,5,3,2,0.9,0.18,0.9
2025-09-16,1,0,1,-0.9,-0.9,0.9
2025-09-17,3,1,2,-0.8,-0.266667,0.9
2025-09-18,2,0,2,-1.8,-0.9,0.9
2025-09-19,4,2,2,0.0,0.0,0.9
2025-09-20,1,1,0,0.9,0.9,0.9
2025-09-22,1,0,1,-0.9,-0.9,0.9
2025-09-23,3,1,2,-0.75,-0.25,0.9
2025-09-24,3,2,1,0.8,0.266667,0.9
2025-09-25,3,2,1,0.95,0.316667,0.9
2025-09-26,4,3,1,1.75,0.4375,0.9
2025-09-29,4,2,2,-0.1,-0.025,0.9
2025-09-30,3,0,3,-2.6,-0.866667,0.9
2025-10-01,1,0,1,-0.85,-0.85,0.85
2025-10-02,1,1,0,0.85,0.85,0.85
2025-10-03,3,1,2,-0.8,-0.266667,0.9
2025-10-05,1,1,0,0.9,0.9,0.9
2025-10-07,3,0,1,-0.9,-0.3,0.9
2025-10-08,5,2,3,-0.7,-0.14,0.9
2025-10-09,4,1,2,-0.75,-0.1875,0.85
2025-10-10,153,49,92,-36.9,-0.241176,0.95
2025-10-13,3,2,1,0.9,0.3,0.9
2025-10-14,2,0,2,-1.7,-0.85,0.85
2025-10-15,4,2,2,0.1,0.025,0.9
2025-10-16,2,0,2,-1.75,-0.875,0.9
2025-10-17,2,0,2,-1.65,-0.825,0.9
2025-10-20,3,0,3,-2.55,-0.85,0.9
2025-10-21,1,0,1,-0.9,-0.9,0.9
2025-10-22,7,3,4,-0.8,-0.114286,0.95
2025-10-23,8,6,2,3.65,0.45625,0.9
2025-10-24,2,2,0,1.75,0.875,0.9
2025-10-27,1,0,1,-0.85,-0.85,0.85
2025-10-28,4,0,4,-3.65,-0.9125,0.95
2025-10-29,6,4,2,1.75,0.291667,0.9
2025-10-30,1,1,0,0.85,0.85,0.85
2025-10-31,7,2,5,-2.65,-0.378571,0.9
2025-11-03,6,1,3,-1.75,-0.291667,0.9
2025-11-05,4,1,3,-1.8,-0.45,0.9
2025-11-06,98,49,47,2.55,0.02602,0.95
2025-11-07,5,3,2,1.0,0.2,0.85
2025-11-09,1,0,1,-0.85,-0.85,0.85
2025-11-10,3,1,2,-0.9,-0.3,0.9
2025-11-11,2,1,1,0.0,0.0,0.9
2025-11-12,4,0,4,-3.6,-0.9,0.9
2025-11-13,1,1,0,0.9,0.9,0.9
2025-11-14,3,2,1,0.9,0.3,0.9
2025-11-17,1,0,1,-0.9,-0.9,0.9
2025-11-18,1,0,1,-0.85,-0.85,0.85
2025-11-20,4,2,2,0.15,0.0375,0.9
2025-11-21,2,0,2,-1.8,-0.9,0.9
2025-11-24,2,0,1,-0.85,-0.425,0.85
2025-11-26,5,1,4,-2.6,-0.52,0.9
2025-11-27,2,1,1,-0.05,-0.025,0.95
2025-11-28,9,2,7,-4.4,-0.488889,0.9
2025-11-30,1,1,0,0.9,0.9,0.9
2025-12-01,2,1,0,0.9,0.45,0.9
2025-12-02,3,1,2,-0.85,-0.283333,0.85
2025-12-03,2,1,0,0.9,0.45,0.9
2025-12-04,2,1,1,0.05,0.025,0.9
2025-12-05,5,2,2,0.0,0.0,0.9
2025-12-08,4,2,2,0.0,0.0,0.9
2025-12-09,2,0,2,-1.7,-0.85,0.85
2025-12-10,2,0,2,-1.8,-0.9,0.9
2025-12-11,3,2,1,0.95,0.316667,0.95
2025-12-12,2,0,2,-1.85,-0.925,0.95
2025-12-15,2,0,2,-1.65,-0.825,0.85
2025-12-16,5,1,4,-2.75,-0.55,0.9
2025-12-17,4,2,2,0.05,0.0125,0.95
2025-12-18,4,2,2,0.05,0.0125,0.9
2025-12-19,2,1,0,0.85,0.425,0.85
2025-12-21,1,1,0,0.9,0.9,0.9
2025-12-22,3,1,2,-0.6,-0.2,0.9
2025-12-23,4,2,2,0.0,0.0,0.9
2025-12-24,1,1,0,0.85,0.85,0.85
2025-12-26,2,0,2,-1.85,-0.925,0.95
2025-12-29,1,0,1,-0.9,-0.9,0.9
2025-12-30,1,0,1,-0.9,-0.9,0.9
2025-12-31,3,0,3,-2.65,-0.883333,0.9
2026-01-02,1,0,1,-0.85,-0.85,0.85
2026-01-04,3,1,1,-0.05,-0.016667,0.9
2026-01-05,4,3,1,1.7,0.425,0.9
2026-01-06,8,2,6,-3.4,-0.425,0.9
2026-01-07,8,1,7,-5.15,-0.64375,0.9
2026-01-08,2,1,1,0.0,0.0,0.9
2026-01-09,8,7,1,5.2,0.65,0.9
2026-01-12,5,2,3,-0.9,-0.18,0.9
2026-01-13,6,4,1,2.7,0.45,0.9
2026-01-14,7,3,4,-0.95,-0.135714,0.9
2026-01-15,6,2,3,-0.8,-0.133333,0.9
2026-01-16,6,3,3,0.0,0.0,0.9
2026-01-19,1,0,1,-0.9,-0.9,0.9
2026-01-20,1,0,1,-0.85,-0.85,0.85
2026-01-21,5,2,3,-0.85,-0.17,0.9
2026-01-22,3,3,0,2.65,0.883333,0.9
2026-01-23,2,1,1,-0.05,-0.025,0.9
2026-01-26,2,0,1,-0.85,-0.425,0.85
2026-01-27,2,0,2,-1.75,-0.875,0.9
2026-01-28,2,2,0,1.8,0.9,0.9
2026-01-29,5,4,1,2.7,0.54,0.95
2026-01-30,7,4,3,0.9,0.128571,0.9
2026-02-01,1,1,0,0.9,0.9,0.9
2026-02-02,2,0,2,-1.6,-0.8,0.85
2026-02-03,1,0,0,0.0,0.0,0.0
2026-02-04,3,3,0,2.5,0.833333,0.9
2026-02-05,5,1,4,-2.6,-0.52,0.9
2026-02-06,2,1,1,0.0,0.0,0.9
2026-02-07,1,1,0,0.9,0.9,0.9
2026-02-09,4,3,1,1.75,0.4375,0.9
2026-02-10,2,1,1,-0.05,-0.025,0.9
2026-02-11,2,1,1,0.05,0.025,0.9
2026-02-12,2,0,2,-1.8,-0.9,0.9
2026-02-13,2,2,0,1.75,0.875,0.9
2026-02-16,1,0,1,-0.9,-0.9,0.9
2026-02-18,3,1,2,-0.75,-0.25,0.95
2026-02-19,4,4,0,3.6,0.9,0.95
2026-02-20,4,3,1,1.8,0.45,0.9
2026-02-22,1,1,0,0.9,0.9,0.9
2026-02-23,3,2,1,0.9,0.3,0.9
2026-02-24,6,4,2,1.8,0.3,0.9
2026-02-25,4,1,3,-1.8,-0.45,0.9
2026-02-26,4,0,4,-3.55,-0.8875,0.9
2026-02-27,4,2,2,0.05,0.0125,0.9
2026-02-28,1,1,0,0.95,0.95,0.95
2026-03-01,7,7,0,6.4,0.914286,0.95
2026-03-02,14,14,0,12.95,0.925,0.95
2026-03-03,26,26,0,23.9,0.919231,0.95
2026-03-04,12,10,2,7.45,0.620833,0.95
2026-03-05,19,17,2,13.65,0.718421,0.95
2026-03-06,14,14,0,12.85,0.917857,0.95
2026-03-07,1,1,0,0.95,0.95,0.95
2026-03-08,4,2,2,0.15,0.0375,0.95
2026-03-09,34,27,7,18.1,0.532353,0.95
2026-03-10,10,7,3,3.75,0.375,0.95
